Account_ID,Account_Name,Account_Type,Category,Is_Active,Created_Date
ACC100844,Account_844,Asset,Service Revenue,Yes,2016-12-13
ACC100845,Account_845,Equity,Accounts Payable,Yes,2015-06-20
ACC100846,Account_846,Expense,Cash,Yes,2021-11-08
ACC100847,Account_847,Expense,Inventory,Yes,2020-10-05
ACC100848,Account_848,Revenue,Fixed Assets,No,2020-07-27
ACC100849,Account_849,Asset,Fixed Assets,No,2020-11-22
ACC100850,Account_850,Revenue,Fixed Assets,Yes,2020-08-23
ACC100851,Account_851,Revenue,Cash,Yes,2018-06-07
ACC100852,Account_852,Expense,Sales Revenue,Yes,2015-10-30
ACC100853,Account_853,Asset,Long-Term Debt,Yes,2016-03-01
ACC100854,Account_854,Revenue,COGS,No,2016-08-25
ACC100855,Account_855,Equity,Accounts Payable,Yes,2017-03-22
ACC100856,Account_856,Expense,Long-Term Debt,Yes,2022-07-03
ACC100857,Account_857,Equity,Fixed Assets,Yes,2021-01-16
ACC100858,Account_858,Equity,Accounts Receivable,Yes,2015-02-07
ACC100859,Account_859,Liability,Fixed Assets,No,2018-12-31
ACC100860,Account_860,Expense,Cash,Yes,2019-06-05
ACC100861,Account_861,Equity,Inventory,Yes,2018-09-25
ACC100862,Account_862,Liability,Accounts Receivable,Yes,2022-02-19
ACC100863,Account_863,Equity,Cash,Yes,2022-06-28
ACC100864,Account_864,Equity,Service Revenue,Yes,2017-05-21
ACC100865,Account_865,Asset,Operating Expense,Yes,2015-04-06
ACC100866,Account_866,Equity,Service Revenue,Yes,2020-06-22
ACC100867,Account_867,Revenue,Accounts Receivable,Yes,2021-03-01
ACC100868,Account_868,Equity,COGS,Yes,2021-05-18
ACC100869,Account_869,Liability,Inventory,Yes,2019-04-18
ACC100870,Account_870,Revenue,COGS,Yes,2021-09-26
ACC100871,Account_871,Revenue,Owner Equity,Yes,2016-02-28
ACC100872,Account_872,Liability,Accounts Receivable,Yes,2018-02-22
ACC100873,Account_873,Revenue,Service Revenue,Yes,2015-03-04
ACC100874,Account_874,Liability,Sales Revenue,No,2018-01-14
ACC100875,Account_875,Revenue,Accounts Receivable,Yes,2017-06-04
ACC100876,Account_876,Liability,Long-Term Debt,Yes,2017-07-16
ACC100877,Account_877,Equity,Accounts Receivable,Yes,2022-01-16
ACC100878,Account_878,Asset,Accounts Receivable,Yes,2021-01-08
ACC100879,Account_879,Liability,Owner Equity,No,2019-04-06
ACC100880,Account_880,Equity,Inventory,Yes,2020-08-05
ACC100881,Account_881,Equity,Owner Equity,Yes,2018-05-04
ACC100882,Account_882,Expense,Accounts Payable,Yes,2017-07-21
ACC100883,Account_883,Asset,Sales Revenue,Yes,2023-01-22
ACC100884,Account_884,Asset,Accounts Payable,No,2023-01-19
ACC100885,Account_885,Revenue,Fixed Assets,Yes,2021-01-02
ACC100886,Account_886,Liability,Cash,Yes,2018-06-20
ACC100887,Account_887,Expense,Owner Equity,Yes,2016-02-08
ACC100888,Account_888,Asset,Accounts Receivable,Yes,2017-07-12
ACC100889,Account_889,Equity,Operating Expense,Yes,2016-07-20
ACC100890,Account_890,Equity,Long-Term Debt,Yes,2017-05-18
ACC100891,Account_891,Liability,Service Revenue,Yes,2018-11-13
ACC100892,Account_892,Revenue,Cash,Yes,2016-05-19
ACC100893,Account_893,Liability,Cash,Yes,2018-05-09
ACC100894,Account_894,Asset,Owner Equity,No,2015-07-27
ACC100895,Account_895,Equity,Service Revenue,Yes,2021-06-01
ACC100896,Account_896,Asset,Fixed Assets,Yes,2015-01-21
ACC100897,Account_897,Expense,COGS,Yes,2021-01-30
ACC100898,Account_898,Asset,Accounts Payable,No,2016-03-08
ACC100899,Account_899,Revenue,Cash,Yes,2022-05-06
ACC100900,Account_900,Equity,Accounts Receivable,Yes,2016-04-23
ACC100901,Account_901,Revenue,Owner Equity,No,2022-08-28
ACC100902,Account_902,Expense,Owner Equity,Yes,2021-12-27
ACC100903,Account_903,Equity,Operating Expense,Yes,2016-01-09
ACC100904,Account_904,Asset,COGS,Yes,2019-03-09
ACC100905,Account_905,Revenue,Owner Equity,Yes,2020-07-13
ACC100906,Account_906,Equity,Cash,Yes,2016-02-04
ACC100907,Account_907,Expense,Operating Expense,No,2016-05-17
ACC100908,Account_908,Liability,Operating Expense,No,2019-04-05
ACC100909,Account_909,Liability,Operating Expense,Yes,2018-06-09
ACC100910,Account_910,Revenue,Service Revenue,Yes,2015-07-03
ACC100911,Account_911,Asset,COGS,Yes,2019-07-31
ACC100912,Account_912,Revenue,Service Revenue,Yes,2019-06-07
ACC100913,Account_913,Equity,Cash,Yes,2020-07-18
ACC100914,Account_914,Liability,COGS,Yes,2020-11-08
ACC100915,Account_915,Expense,Accounts Receivable,No,2018-03-19
ACC100916,Account_916,Liability,Fixed Assets,Yes,2022-03-14
ACC100917,Account_917,Expense,Sales Revenue,No,2016-12-09
ACC100918,Account_918,Asset,Owner Equity,No,2019-08-21
ACC100919,Account_919,Revenue,Owner Equity,Yes,2018-02-25
ACC100920,Account_920,Asset,Accounts Payable,Yes,2016-11-20
ACC100921,Account_921,Equity,Inventory,Yes,2021-06-27
ACC100922,Account_922,Revenue,Operating Expense,Yes,2022-10-05
ACC100923,Account_923,Asset,COGS,Yes,2020-07-12
ACC100924,Account_924,Liability,COGS,Yes,2019-12-22
ACC100925,Account_925,Expense,Long-Term Debt,Yes,2015-09-14
ACC100926,Account_926,Liability,Owner Equity,Yes,2016-11-16
ACC100927,Account_927,Equity,COGS,No,2021-06-06
ACC100928,Account_928,Expense,Fixed Assets,Yes,2020-06-05
ACC100929,Account_929,Liability,Inventory,Yes,2018-03-08
ACC100930,Account_930,Expense,Fixed Assets,Yes,2021-06-10
ACC100931,Account_931,Equity,Long-Term Debt,Yes,2020-05-09
ACC100932,Account_932,Asset,Service Revenue,Yes,2015-03-22
ACC100933,Account_933,Liability,Owner Equity,Yes,2021-08-12
ACC100934,Account_934,Liability,Sales Revenue,No,2018-12-19
ACC100935,Account_935,Liability,Cash,Yes,2021-11-19
ACC100936,Account_936,Equity,Sales Revenue,Yes,2018-09-15
ACC100937,Account_937,Expense,Sales Revenue,Yes,2015-03-23
ACC100938,Account_938,Expense,Sales Revenue,No,2018-04-13
ACC100939,Account_939,Revenue,Long-Term Debt,Yes,2020-04-28
ACC100940,Account_940,Expense,Accounts Payable,Yes,2017-05-12
ACC100941,Account_941,Equity,Cash,Yes,2019-04-09
ACC100942,Account_942,Expense,Inventory,Yes,2017-11-12
ACC100943,Account_943,Equity,Sales Revenue,Yes,2019-04-23
ACC100944,Account_944,Expense,Fixed Assets,No,2019-09-22
ACC100945,Account_945,Liability,Accounts Receivable,Yes,2019-04-08
ACC100946,Account_946,Expense,Accounts Receivable,Yes,2017-10-17
ACC100947,Account_947,Asset,Owner Equity,Yes,2019-05-16
ACC100948,Account_948,Expense,Fixed Assets,Yes,2020-04-26
ACC100949,Account_949,Revenue,Accounts Payable,Yes,2022-11-28
ACC100950,Account_950,Liability,Accounts Payable,Yes,2019-07-19
ACC100951,Account_951,Revenue,Owner Equity,No,2022-11-09
ACC100952,Account_952,Expense,Long-Term Debt,Yes,2017-12-14
ACC100953,Account_953,Expense,Operating Expense,Yes,2023-02-20
ACC100954,Account_954,Liability,Operating Expense,Yes,2019-09-20
ACC100955,Account_955,Expense,Sales Revenue,Yes,2019-12-06
ACC100956,Account_956,Asset,Long-Term Debt,Yes,2018-11-25
ACC100957,Account_957,Asset,COGS,Yes,2018-03-12
ACC100958,Account_958,Revenue,Service Revenue,Yes,2017-03-08
ACC100959,Account_959,Equity,Fixed Assets,Yes,2022-07-27
ACC100960,Account_960,Revenue,COGS,Yes,2021-04-27
ACC100961,Account_961,Asset,Cash,Yes,2022-04-17
ACC100962,Account_962,Liability,Accounts Receivable,No,2016-08-09
ACC100963,Account_963,Liability,Owner Equity,Yes,2017-05-12
ACC100964,Account_964,Equity,Cash,Yes,2019-01-08
ACC100965,Account_965,Equity,Accounts Payable,Yes,2018-10-13
ACC100966,Account_966,Expense,COGS,Yes,2017-03-03
ACC100967,Account_967,Equity,Sales Revenue,Yes,2020-02-11
ACC100968,Account_968,Liability,Fixed Assets,Yes,2018-11-01
ACC100969,Account_969,Revenue,Accounts Receivable,Yes,2022-02-12
ACC100970,Account_970,Expense,Sales Revenue,Yes,2019-10-24
ACC100971,Account_971,Equity,Accounts Payable,Yes,2015-02-10
ACC100972,Account_972,Revenue,Cash,No,2021-06-16
ACC100973,Account_973,Expense,Inventory,Yes,2018-01-18
ACC100974,Account_974,Asset,Sales Revenue,Yes,2019-06-07
ACC100975,Account_975,Asset,Owner Equity,Yes,2021-03-01
ACC100976,Account_976,Expense,COGS,Yes,2022-10-13
ACC100977,Account_977,Asset,Accounts Payable,Yes,2015-01-25
ACC100978,Account_978,Equity,Fixed Assets,Yes,2020-12-16
ACC100979,Account_979,Asset,Fixed Assets,Yes,2015-04-18
ACC100980,Account_980,Revenue,Sales Revenue,Yes,2021-02-24
ACC100981,Account_981,Liability,Owner Equity,Yes,2018-09-17
ACC100982,Account_982,Equity,Inventory,Yes,2018-05-16
ACC100983,Account_983,Liability,Service Revenue,Yes,2020-10-23
ACC100984,Account_984,Equity,Accounts Receivable,Yes,2021-11-22
ACC100985,Account_985,Equity,Cash,Yes,2016-11-10
ACC100986,Account_986,Revenue,Owner Equity,Yes,2017-05-25
ACC100987,Account_987,Expense,Fixed Assets,No,2018-09-18
ACC100988,Account_988,Revenue,Sales Revenue,Yes,2016-02-23
ACC100989,Account_989,Asset,Sales Revenue,Yes,2022-12-12
ACC100990,Account_990,Asset,Cash,Yes,2020-01-29
ACC100991,Account_991,Liability,Fixed Assets,No,2018-04-29
ACC100992,Account_992,Equity,Inventory,Yes,2023-01-08
ACC100993,Account_993,Equity,Service Revenue,Yes,2022-08-26
ACC100994,Account_994,Expense,Long-Term Debt,Yes,2021-12-21
ACC100995,Account_995,Asset,Accounts Receivable,Yes,2019-09-26
ACC100996,Account_996,Asset,Cash,Yes,2021-09-14
ACC100997,Account_997,Equity,COGS,Yes,2021-06-18
ACC100998,Account_998,Revenue,Owner Equity,Yes,2017-06-10
ACC100999,Account_999,Asset,Operating Expense,Yes,2021-07-31
ACC101000,Account_1000,Liability,COGS,Yes,2018-02-24
ACC101001,Account_1001,Equity,Service Revenue,Yes,2019-09-20
ACC101002,Account_1002,Asset,COGS,Yes,2022-07-13
ACC101003,Account_1003,Liability,Service Revenue,Yes,2017-12-11
ACC101004,Account_1004,Revenue,Sales Revenue,Yes,2022-12-19
ACC101005,Account_1005,Expense,Sales Revenue,Yes,2019-05-15
ACC101006,Account_1006,Asset,Service Revenue,Yes,2022-08-12
ACC101007,Account_1007,Asset,Long-Term Debt,Yes,2021-02-24
ACC101008,Account_1008,Expense,Long-Term Debt,Yes,2021-05-29
ACC101009,Account_1009,Asset,Operating Expense,Yes,2015-09-07
ACC101010,Account_1010,Liability,Sales Revenue,Yes,2021-03-06
ACC101011,Account_1011,Liability,Accounts Receivable,Yes,2022-08-18
ACC101012,Account_1012,Revenue,Sales Revenue,Yes,2022-05-19
ACC101013,Account_1013,Revenue,Sales Revenue,Yes,2022-06-09
ACC101014,Account_1014,Asset,Cash,Yes,2018-05-20
ACC101015,Account_1015,Liability,Fixed Assets,Yes,2021-10-14
ACC101016,Account_1016,Revenue,Operating Expense,Yes,2016-06-09
ACC101017,Account_1017,Liability,Accounts Payable,Yes,2022-06-12
ACC101018,Account_1018,Liability,Sales Revenue,Yes,2022-08-01
ACC101019,Account_1019,Revenue,Accounts Payable,Yes,2016-03-11
ACC101020,Account_1020,Expense,Accounts Payable,Yes,2022-04-16
ACC101021,Account_1021,Expense,Accounts Payable,Yes,2015-04-23
ACC101022,Account_1022,Asset,Service Revenue,Yes,2015-10-16
ACC101023,Account_1023,Expense,Operating Expense,Yes,2018-10-20
ACC101024,Account_1024,Expense,Service Revenue,Yes,2017-07-08
ACC101025,Account_1025,Equity,Inventory,Yes,2018-09-20
ACC101026,Account_1026,Expense,Service Revenue,Yes,2019-01-19
ACC101027,Account_1027,Equity,Sales Revenue,Yes,2022-07-02
ACC101028,Account_1028,Asset,Accounts Receivable,Yes,2016-08-11
ACC101029,Account_1029,Revenue,COGS,Yes,2022-05-08
ACC101030,Account_1030,Liability,Operating Expense,Yes,2020-08-08
ACC101031,Account_1031,Equity,Fixed Assets,Yes,2016-11-09
ACC101032,Account_1032,Expense,COGS,Yes,2017-11-14
ACC101033,Account_1033,Expense,Service Revenue,Yes,2018-06-03
ACC101034,Account_1034,Revenue,Long-Term Debt,No,2016-03-25
ACC101035,Account_1035,Equity,Accounts Receivable,Yes,2021-05-31
ACC101036,Account_1036,Expense,Service Revenue,Yes,2019-05-20
ACC101037,Account_1037,Expense,Inventory,No,2018-11-26
ACC101038,Account_1038,Revenue,COGS,Yes,2022-04-14
ACC101039,Account_1039,Liability,Fixed Assets,Yes,2021-04-20
ACC101040,Account_1040,Expense,Inventory,Yes,2015-12-10
ACC101041,Account_1041,Revenue,Service Revenue,Yes,2021-09-25
ACC101042,Account_1042,Asset,COGS,Yes,2018-05-08
ACC101043,Account_1043,Asset,Accounts Payable,Yes,2020-07-19
ACC101044,Account_1044,Equity,Sales Revenue,Yes,2023-03-04
ACC101045,Account_1045,Equity,Long-Term Debt,Yes,2020-10-01
ACC101046,Account_1046,Expense,Long-Term Debt,Yes,2019-06-30
ACC101047,Account_1047,Expense,Long-Term Debt,Yes,2018-01-21
ACC101048,Account_1048,Asset,Owner Equity,Yes,2023-02-11
ACC101049,Account_1049,Liability,Owner Equity,Yes,2022-11-16
ACC101050,Account_1050,Liability,Accounts Receivable,Yes,2021-10-02
ACC101051,Account_1051,Liability,Operating Expense,No,2022-01-01
ACC101052,Account_1052,Expense,Service Revenue,Yes,2020-01-09
ACC101053,Account_1053,Equity,Fixed Assets,Yes,2022-02-15
ACC101054,Account_1054,Expense,Fixed Assets,Yes,2018-06-20
ACC101055,Account_1055,Revenue,Operating Expense,No,2017-05-14
ACC101056,Account_1056,Liability,Accounts Payable,Yes,2015-06-24
ACC101057,Account_1057,Asset,Service Revenue,Yes,2015-11-14
ACC101058,Account_1058,Liability,Operating Expense,Yes,2020-04-27
ACC101059,Account_1059,Equity,Inventory,Yes,2020-10-07
ACC101060,Account_1060,Asset,Service Revenue,Yes,2021-09-27
ACC101061,Account_1061,Equity,Sales Revenue,Yes,2022-08-27
ACC101062,Account_1062,Liability,Owner Equity,No,2018-09-29
ACC101063,Account_1063,Expense,Inventory,Yes,2022-12-23
ACC101064,Account_1064,Asset,Accounts Receivable,Yes,2023-01-01
ACC101065,Account_1065,Equity,Accounts Payable,Yes,2015-01-06
ACC101066,Account_1066,Asset,Service Revenue,Yes,2022-02-28
ACC101067,Account_1067,Expense,Long-Term Debt,Yes,2017-02-17
ACC101068,Account_1068,Expense,Fixed Assets,No,2021-10-21
ACC101069,Account_1069,Expense,COGS,Yes,2019-11-05
ACC101070,Account_1070,Equity,Sales Revenue,Yes,2016-10-01
ACC101071,Account_1071,Revenue,Inventory,Yes,2018-08-04
ACC101072,Account_1072,Expense,Service Revenue,Yes,2018-06-16
ACC101073,Account_1073,Revenue,Service Revenue,Yes,2015-10-18
ACC101074,Account_1074,Asset,Operating Expense,Yes,2021-05-27
ACC101075,Account_1075,Liability,Accounts Receivable,No,2015-10-20
ACC101076,Account_1076,Equity,Fixed Assets,Yes,2023-01-13
ACC101077,Account_1077,Asset,Operating Expense,Yes,2019-01-10
ACC101078,Account_1078,Equity,Cash,Yes,2015-04-24
ACC101079,Account_1079,Equity,Owner Equity,Yes,2018-01-31
ACC101080,Account_1080,Asset,Long-Term Debt,Yes,2017-08-13
ACC101081,Account_1081,Liability,Inventory,Yes,2022-03-01
ACC101082,Account_1082,Equity,Accounts Payable,No,2016-01-13
ACC101083,Account_1083,Expense,Accounts Receivable,No,2017-05-07
ACC101084,Account_1084,Liability,Operating Expense,Yes,2020-08-28
ACC101085,Account_1085,Equity,Accounts Payable,Yes,2017-11-17
ACC101086,Account_1086,Equity,Operating Expense,Yes,2021-11-19
ACC101087,Account_1087,Asset,Cash,Yes,2017-12-16
ACC101088,Account_1088,Equity,Inventory,Yes,2019-03-31
ACC101089,Account_1089,Equity,Inventory,Yes,2018-06-18
ACC101090,Account_1090,Asset,Inventory,Yes,2016-02-23
ACC101091,Account_1091,Asset,Accounts Payable,Yes,2015-01-02
ACC101092,Account_1092,Liability,Cash,Yes,2020-09-16
ACC101093,Account_1093,Expense,Owner Equity,Yes,2015-07-20
ACC101094,Account_1094,Liability,Long-Term Debt,Yes,2018-06-10
ACC101095,Account_1095,Liability,Service Revenue,No,2016-06-20
ACC101096,Account_1096,Expense,Cash,Yes,2017-06-21
ACC101097,Account_1097,Liability,Accounts Receivable,No,2018-10-15
ACC101098,Account_1098,Revenue,Service Revenue,Yes,2019-12-08
ACC101099,Account_1099,Asset,COGS,Yes,2020-11-22
ACC101100,Account_1100,Equity,Inventory,Yes,2022-10-07
ACC101101,Account_1101,Revenue,COGS,Yes,2022-02-13
ACC101102,Account_1102,Equity,Accounts Receivable,Yes,2017-06-11
ACC101103,Account_1103,Equity,Fixed Assets,Yes,2022-01-20
ACC101104,Account_1104,Liability,Sales Revenue,No,2016-03-16
ACC101105,Account_1105,Asset,Fixed Assets,Yes,2021-04-14
ACC101106,Account_1106,Liability,Owner Equity,No,2018-01-22
ACC101107,Account_1107,Liability,Long-Term Debt,Yes,2015-01-07
ACC101108,Account_1108,Equity,Operating Expense,Yes,2017-08-25
ACC101109,Account_1109,Equity,Service Revenue,Yes,2019-09-22
ACC101110,Account_1110,Revenue,Service Revenue,Yes,2022-11-28
ACC101111,Account_1111,Revenue,Operating Expense,Yes,2022-01-15
ACC101112,Account_1112,Liability,Inventory,Yes,2016-11-29
ACC101113,Account_1113,Equity,Sales Revenue,Yes,2022-11-26
ACC101114,Account_1114,Expense,COGS,Yes,2020-01-15
ACC101115,Account_1115,Liability,Inventory,Yes,2019-12-31
ACC101116,Account_1116,Liability,Long-Term Debt,Yes,2019-10-03
ACC101117,Account_1117,Revenue,Operating Expense,Yes,2019-06-23
ACC101118,Account_1118,Revenue,Accounts Payable,Yes,2020-06-11
ACC101119,Account_1119,Expense,Fixed Assets,Yes,2016-04-20
ACC101120,Account_1120,Expense,Long-Term Debt,Yes,2016-12-09
ACC101121,Account_1121,Liability,Fixed Assets,Yes,2022-03-28
ACC101122,Account_1122,Asset,Inventory,Yes,2016-07-23
ACC101123,Account_1123,Equity,COGS,Yes,2015-08-03
ACC101124,Account_1124,Liability,Inventory,No,2021-08-06
ACC101125,Account_1125,Expense,Cash,Yes,2020-12-28
ACC101126,Account_1126,Expense,COGS,Yes,2022-10-14
ACC101127,Account_1127,Expense,Inventory,Yes,2016-01-09
ACC101128,Account_1128,Expense,Operating Expense,Yes,2021-09-14
ACC101129,Account_1129,Liability,Operating Expense,Yes,2018-11-08
ACC101130,Account_1130,Revenue,Fixed Assets,Yes,2015-05-17
ACC101131,Account_1131,Asset,Service Revenue,Yes,2018-07-04
ACC101132,Account_1132,Expense,Owner Equity,Yes,2022-04-14
ACC101133,Account_1133,Expense,Sales Revenue,Yes,2019-09-08
ACC101134,Account_1134,Asset,COGS,Yes,2020-02-22
ACC101135,Account_1135,Expense,Service Revenue,Yes,2021-12-23
ACC101136,Account_1136,Expense,Service Revenue,Yes,2021-01-25
ACC101137,Account_1137,Asset,Owner Equity,No,2015-03-13
ACC101138,Account_1138,Asset,Long-Term Debt,Yes,2017-10-19
ACC101139,Account_1139,Revenue,Accounts Receivable,Yes,2018-04-19
ACC101140,Account_1140,Equity,Fixed Assets,Yes,2020-06-08
ACC101141,Account_1141,Equity,Inventory,Yes,2017-09-18
ACC101142,Account_1142,Liability,Accounts Receivable,Yes,2015-01-18
ACC101143,Account_1143,Expense,Cash,Yes,2018-01-30
ACC101144,Account_1144,Liability,Long-Term Debt,Yes,2020-03-22
ACC101145,Account_1145,Expense,Operating Expense,Yes,2016-01-24
ACC101146,Account_1146,Equity,Service Revenue,Yes,2015-06-27
ACC101147,Account_1147,Revenue,Sales Revenue,No,2018-10-21
ACC101148,Account_1148,Revenue,Cash,Yes,2016-06-25
ACC101149,Account_1149,Equity,Cash,Yes,2022-08-14
ACC101150,Account_1150,Liability,COGS,Yes,2019-05-15
ACC101151,Account_1151,Revenue,Accounts Receivable,Yes,2018-06-12
ACC101152,Account_1152,Asset,Cash,Yes,2017-04-09
ACC101153,Account_1153,Revenue,Service Revenue,Yes,2016-12-19
ACC101154,Account_1154,Asset,Long-Term Debt,Yes,2017-08-31
ACC101155,Account_1155,Asset,Owner Equity,Yes,2022-07-23
ACC101156,Account_1156,Liability,Owner Equity,Yes,2016-12-24
ACC101157,Account_1157,Revenue,Cash,Yes,2016-07-02
ACC101158,Account_1158,Revenue,Cash,Yes,2016-07-22
ACC101159,Account_1159,Revenue,Long-Term Debt,Yes,2020-09-04
ACC101160,Account_1160,Equity,Cash,Yes,2019-11-02
ACC101161,Account_1161,Expense,Cash,Yes,2019-03-01
ACC101162,Account_1162,Expense,Operating Expense,Yes,2016-11-29
ACC101163,Account_1163,Asset,Sales Revenue,Yes,2018-07-14
ACC101164,Account_1164,Equity,Operating Expense,Yes,2021-01-25
ACC101165,Account_1165,Revenue,COGS,Yes,2017-03-11
ACC101166,Account_1166,Expense,Fixed Assets,Yes,2018-11-16
ACC101167,Account_1167,Asset,COGS,Yes,2021-05-27
ACC101168,Account_1168,Expense,Sales Revenue,Yes,2021-10-28
ACC101169,Account_1169,Revenue,Inventory,Yes,2021-06-26
ACC101170,Account_1170,Revenue,Accounts Payable,Yes,2017-11-26
ACC101171,Account_1171,Liability,Accounts Payable,Yes,2021-09-14
ACC101172,Account_1172,Liability,COGS,Yes,2015-12-25
ACC101173,Account_1173,Revenue,Accounts Payable,Yes,2020-01-21
ACC101174,Account_1174,Revenue,Owner Equity,Yes,2019-02-23
ACC101175,Account_1175,Equity,Accounts Payable,Yes,2018-03-14
ACC101176,Account_1176,Revenue,COGS,Yes,2019-02-23
ACC101177,Account_1177,Equity,Cash,Yes,2020-01-07
ACC101178,Account_1178,Expense,Operating Expense,Yes,2015-07-29
ACC101179,Account_1179,Asset,Sales Revenue,Yes,2020-05-27
ACC101180,Account_1180,Equity,COGS,Yes,2020-03-21
ACC101181,Account_1181,Liability,Fixed Assets,Yes,2019-01-01
ACC101182,Account_1182,Equity,Fixed Assets,Yes,2017-06-03
ACC101183,Account_1183,Revenue,Owner Equity,Yes,2015-02-21
ACC101184,Account_1184,Revenue,Service Revenue,Yes,2021-05-14
ACC101185,Account_1185,Liability,Long-Term Debt,Yes,2021-07-07
ACC101186,Account_1186,Asset,Cash,Yes,2016-04-19
ACC101187,Account_1187,Liability,Long-Term Debt,Yes,2017-11-22
ACC101188,Account_1188,Equity,Inventory,Yes,2016-07-07
ACC101189,Account_1189,Liability,Operating Expense,Yes,2022-07-28
ACC101190,Account_1190,Liability,Accounts Payable,Yes,2017-01-29
ACC101191,Account_1191,Revenue,COGS,Yes,2016-11-27
ACC101192,Account_1192,Revenue,COGS,No,2017-10-09
ACC101193,Account_1193,Asset,Service Revenue,Yes,2015-07-16
ACC101194,Account_1194,Expense,Sales Revenue,Yes,2019-05-25
ACC101195,Account_1195,Liability,Owner Equity,Yes,2020-08-14
ACC101196,Account_1196,Asset,Operating Expense,Yes,2019-04-22
ACC101197,Account_1197,Asset,Owner Equity,Yes,2020-02-24
ACC101198,Account_1198,Equity,Owner Equity,Yes,2023-02-27
ACC101199,Account_1199,Liability,Owner Equity,Yes,2015-09-02
ACC101200,Account_1200,Expense,COGS,Yes,2019-12-17
ACC101201,Account_1201,Equity,Accounts Receivable,Yes,2016-07-26
ACC101202,Account_1202,Equity,Service Revenue,Yes,2017-01-08
ACC101203,Account_1203,Revenue,Long-Term Debt,Yes,2020-07-29
ACC101204,Account_1204,Expense,Inventory,Yes,2018-08-27
ACC101205,Account_1205,Revenue,Accounts Receivable,Yes,2018-09-04
ACC101206,Account_1206,Revenue,Inventory,Yes,2017-08-27
ACC101207,Account_1207,Equity,Accounts Receivable,Yes,2018-06-26
ACC101208,Account_1208,Revenue,Inventory,No,2018-07-14
ACC101209,Account_1209,Asset,Fixed Assets,Yes,2018-01-12
ACC101210,Account_1210,Expense,Sales Revenue,Yes,2020-03-31
ACC101211,Account_1211,Revenue,Operating Expense,Yes,2019-09-28
ACC101212,Account_1212,Revenue,Inventory,Yes,2016-07-03
ACC101213,Account_1213,Liability,Operating Expense,Yes,2021-03-08
ACC101214,Account_1214,Asset,Service Revenue,Yes,2017-05-21
ACC101215,Account_1215,Revenue,Service Revenue,Yes,2015-12-05
ACC101216,Account_1216,Equity,Accounts Receivable,Yes,2021-07-19
ACC101217,Account_1217,Expense,Sales Revenue,Yes,2021-08-08
ACC101218,Account_1218,Liability,Long-Term Debt,Yes,2017-02-26
ACC101219,Account_1219,Liability,Fixed Assets,Yes,2015-08-03
ACC101220,Account_1220,Liability,Inventory,Yes,2017-01-28
ACC101221,Account_1221,Liability,Long-Term Debt,Yes,2022-07-21
ACC101222,Account_1222,Expense,Inventory,Yes,2019-07-19
ACC101223,Account_1223,Revenue,Fixed Assets,Yes,2020-03-31
ACC101224,Account_1224,Asset,Owner Equity,Yes,2020-07-22
ACC101225,Account_1225,Revenue,Owner Equity,Yes,2021-03-30
ACC101226,Account_1226,Expense,Operating Expense,Yes,2020-08-23
ACC101227,Account_1227,Expense,COGS,No,2017-10-24
ACC101228,Account_1228,Equity,Owner Equity,Yes,2015-10-30
ACC101229,Account_1229,Equity,COGS,Yes,2018-09-05
ACC101230,Account_1230,Expense,COGS,Yes,2020-04-23
ACC101231,Account_1231,Asset,Cash,No,2017-08-29
ACC101232,Account_1232,Asset,Cash,Yes,2017-02-22
ACC101233,Account_1233,Asset,Accounts Payable,Yes,2022-04-14
ACC101234,Account_1234,Expense,Inventory,Yes,2023-01-10
ACC101235,Account_1235,Equity,COGS,Yes,2017-02-27
ACC101236,Account_1236,Asset,COGS,Yes,2022-04-15
ACC101237,Account_1237,Asset,Accounts Receivable,Yes,2020-06-19
ACC101238,Account_1238,Revenue,Inventory,Yes,2018-10-11
ACC101239,Account_1239,Asset,Inventory,Yes,2022-05-21
ACC101240,Account_1240,Asset,Accounts Payable,Yes,2019-12-05
ACC101241,Account_1241,Asset,Accounts Receivable,Yes,2019-12-24
ACC101242,Account_1242,Equity,Sales Revenue,Yes,2019-07-03
ACC101243,Account_1243,Asset,Accounts Payable,Yes,2017-11-26
ACC101244,Account_1244,Equity,Sales Revenue,Yes,2017-04-05
ACC101245,Account_1245,Liability,Cash,Yes,2018-12-04
ACC101246,Account_1246,Asset,Operating Expense,Yes,2019-08-22
ACC101247,Account_1247,Liability,Service Revenue,Yes,2017-10-18
ACC101248,Account_1248,Asset,Inventory,Yes,2019-11-25
ACC101249,Account_1249,Expense,Accounts Receivable,Yes,2016-01-15
ACC101250,Account_1250,Liability,Accounts Receivable,Yes,2021-03-25
ACC101251,Account_1251,Equity,Accounts Payable,Yes,2018-04-26
ACC101252,Account_1252,Liability,Inventory,Yes,2020-05-19
ACC101253,Account_1253,Revenue,Fixed Assets,Yes,2015-07-20
ACC101254,Account_1254,Asset,Accounts Payable,Yes,2016-06-05
ACC101255,Account_1255,Equity,Long-Term Debt,Yes,2021-01-25
ACC101256,Account_1256,Expense,Accounts Payable,Yes,2019-08-16
ACC101257,Account_1257,Equity,Service Revenue,Yes,2019-11-22
ACC101258,Account_1258,Revenue,Cash,Yes,2021-03-10
ACC101259,Account_1259,Equity,Sales Revenue,Yes,2019-12-13
ACC101260,Account_1260,Equity,Accounts Receivable,Yes,2015-06-06
